shipment_id,p_late,severity_p50,line_item_value,risk_tier,action,simulated_net_benefit,robustness,human_approval_required
3080,0.33748231318057387,0.0,6.335054251498059,WATCH,MONITOR,-10.0,ROBUST,False
3081,0.40881271438894196,0.0,10.53212287826962,WATCH,MONITOR,-10.0,ROBUST,False
3094,0.43128510315463775,0.0,9.472781556562168,WATCH,MONITOR,-10.0,ROBUST,False
3096,0.16821215575751014,0.0,8.266359790280365,LOW_RISK,NO_ACTION,0.0,ROBUST,False
3097,0.45896762003126945,0.0,8.221919710331933,WATCH,MONITOR,-10.0,ROBUST,False
3152,0.36245843673897693,0.0,8.881836305004146,WATCH,MONITOR,-10.0,ROBUST,False
3153,0.4527419203282731,0.0,0.6931471805599453,WATCH,MONITOR,-10.0,ROBUST,False
3154,0.2941122868440793,0.0,8.881836305004146,LOW_RISK,NO_ACTION,0.0,ROBUST,False
3159,0.3168133380388808,0.0,8.242516843351865,WATCH,MONITOR,-10.0,ROBUST,False
3202,0.46761531081146845,0.0,11.272266917734749,WATCH,MONITOR,-10.0,ROBUST,False
3245,0.45996381734186875,0.0,12.570719231334277,WATCH,MONITOR,-10.0,ROBUST,False
3261,0.2792643493476008,0.0,10.123376212433824,LOW_RISK,NO_ACTION,0.0,ROBUST,False
3292,0.2097650526542727,0.0,12.714413184028016,LOW_RISK,NO_ACTION,0.0,ROBUST,False
3294,0.25726817382570566,0.0,7.07707602359884,LOW_RISK,NO_ACTION,0.0,ROBUST,False
3302,0.2551057314118999,0.0,9.25349564229011,LOW_RISK,NO_ACTION,0.0,ROBUST,False
3313,0.2147467499931176,0.0,3.828641396489095,LOW_RISK,NO_ACTION,0.0,ROBUST,False
3354,0.20743184173318663,0.0,11.988880101792738,LOW_RISK,NO_ACTION,0.0,ROBUST,False
3360,0.4444251745918878,0.0,4.330733340286331,WATCH,MONITOR,-10.0,ROBUST,False
3375,0.1279447682738647,0.0,9.87822102528824,LOW_RISK,NO_ACTION,0.0,ROBUST,False
3378,0.37104447283983766,0.0,11.289794413577894,WATCH,MONITOR,-10.0,ROBUST,False
3386,0.16912802058258092,0.0,11.184296390185041,LOW_RISK,NO_ACTION,0.0,ROBUST,False
3419,0.2378023573576253,0.0,11.09000387521257,LOW_RISK,NO_ACTION,0.0,ROBUST,False
3421,0.12461721365393474,0.0,12.602702167892572,LOW_RISK,NO_ACTION,0.0,ROBUST,False
3441,0.20798945474218483,0.0,12.889033117301889,LOW_RISK,NO_ACTION,0.0,ROBUST,False
3456,0.4073684284468969,0.0,9.600718914665876,WATCH,MONITOR,-10.0,ROBUST,False
3457,0.4540061298189034,0.0,9.287394001418473,WATCH,MONITOR,-10.0,ROBUST,False
3470,0.18861086076094682,0.0,6.822197390620491,LOW_RISK,NO_ACTION,0.0,ROBUST,False
3479,0.28541913570356875,0.0,11.298877919281251,LOW_RISK,NO_ACTION,0.0,ROBUST,False
3499,0.28812961917488256,0.0,10.197983855295579,LOW_RISK,NO_ACTION,0.0,ROBUST,False
3507,0.4494301223038937,0.0,12.949725185138135,WATCH,MONITOR,-10.0,ROBUST,False
3508,0.4051196211503222,0.0,6.19644412779452,WATCH,MONITOR,-10.0,ROBUST,False
3551,0.3052308873472199,0.0,10.433674529780738,WATCH,MONITOR,-10.0,ROBUST,False
3552,0.3682988801887094,0.0,9.638023488650779,WATCH,MONITOR,-10.0,ROBUST,False
